Leader,Follower,Cat_Leader,Cat_Follower,Best_AbsCorr,Lead_Days,Lag_Gain,Intra_Inter,Lag_Significant,Score_Lag,Granger_Significant,Score_Granger,VAR_Confirmed,Score_VAR,Score_Final,N_Methods,Robustesse
Contemporain,Contemporain,,,0.0963,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0504,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0925,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0649,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0965,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0471,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0756,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
G_GILT,USDCAD,Bonds,FX_G10,0.0315,3,0.0122,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1089,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0623,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
NAT_GAS,G_GILT,Commodites,Bonds,0.0336,1,0.025,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0637,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2015,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0582,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0889,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1028,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
LEAD,G_GILT,Commodites,Bonds,0.0431,4,0.0105,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
ZINC,G_GILT,Commodites,Bonds,0.0386,4,0.0012,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.605,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0637,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1395,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0574,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0813,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1268,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1329,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1331,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0455,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2505,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1752,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0754,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0868,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.3465,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1797,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.6098,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0608,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2315,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
EURJPY,SILVER,FX_G10,Commodites,0.0301,1,0.0234,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1448,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.267,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.726,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.4431,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1336,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1174,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1014,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2496,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1293,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0811,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
EURGBP,SILVER,FX_G10,Commodites,0.0346,3,0.009,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.5479,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
EURGBP,GOLD,FX_G10,Commodites,0.044,3,0.0406,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.493,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.4979,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2476,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1162,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1433,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0869,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0432,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.082,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1329,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1613,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2781,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0553,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1315,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.5855,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2982,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2775,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.401,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.4826,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.5561,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.3356,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1601,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1628,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2227,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1644,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.5885,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2625,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.6187,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1834,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.6122,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
EURUSD,VIX,FX_G10,Indices,0.0386,2,0.036,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
EURUSD,NIKKEI225,FX_G10,Indices,0.0306,5,0.0306,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1341,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
EURUSD,ASX200,FX_G10,Indices,0.0299,3,0.0025,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.7657,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.3212,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.436,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.6093,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.4626,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.555,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
NAT_GAS,EURUSD,Commodites,FX_G10,0.0266,4,0.0165,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1841,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0817,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1327,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.6064,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2937,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2429,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2754,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1478,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1596,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1939,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0828,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2532,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0844,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.8914,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.253,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2928,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2032,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.3772,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.5868,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2762,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.3702,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.6855,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.8354,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.5684,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2505,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.5448,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2027,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.097,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1084,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.4249,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2687,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2276,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2005,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2661,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1237,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1927,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.104,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
EURCHF,SILVER,FX_G10,Commodites,0.0279,4,0.005,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
EURCHF,PLATINUM,FX_G10,Commodites,0.026,2,0.0147,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.071,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
NAT_GAS,EURCHF,Commodites,FX_G10,0.0359,4,0.0297,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.147,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2324,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2822,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.3787,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0943,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.198,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2077,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.247,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.185,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2477,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1781,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2676,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2137,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2589,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1661,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1883,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0983,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2496,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0943,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2211,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2317,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2674,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.4474,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
