Asset1,Asset2,Cat1,Cat2,Intra_Inter,Corr_Static,Mean_1M,Std_1M,Min_1M,Max_1M,Range_1M,Mean_3M,Std_3M,Min_3M,Max_3M,Range_3M,Mean_6M,Std_6M,Min_6M,Max_6M,Range_6M,AbsCorr_Static,Stability,Stability_empirique,Score_Corr,Score_Stab,Score_Total
AUDJPY,NIKKEI225,FX_G10,Indices,Inter,0.4249,0.3734,0.2356,-0.4314,0.9256,1.357,0.3919,0.1703,-0.1407,0.8664,1.0072,0.413,0.1304,0.0575,0.7689,0.7114,0.4249,Moderate,Unstable,1.0,0.6790510295434198,0.8716204118173678
GBPJPY,NIKKEI225,FX_G10,Indices,Inter,0.3356,0.3362,0.2349,-0.4593,0.8472,1.3065,0.3473,0.1446,-0.1615,0.6925,0.854,0.3556,0.1016,0.0854,0.5831,0.4977,0.3356,Stable,Moderate,0.789832901859261,0.7940913160250671,0.7915362675255835
COPPER,FTSE100,Commodites,Indices,Inter,0.298,0.2992,0.2396,-0.6233,0.8439,1.4672,0.3095,0.1576,-0.1334,0.6454,0.7788,0.3147,0.1173,0.018,0.5456,0.5276,0.298,Moderate,Moderate,0.7013414921157919,0.7358997314234557,0.7151647878388574
AUDUSD,HANGSENG,FX_G10,Indices,Inter,0.2928,0.2488,0.2439,-0.5017,0.8824,1.3841,0.2705,0.1567,-0.1507,0.8157,0.9664,0.2819,0.1212,-0.002,0.6571,0.6591,0.2928,Moderate,Moderate,0.6891033184278654,0.7399283795881826,0.7094333428919923
ZINC,HANGSENG,Commodites,Indices,Inter,0.2405,0.2222,0.208,-0.6051,0.7472,1.3524,0.233,0.1273,-0.1863,0.5453,0.7316,0.236,0.0895,0.0092,0.4852,0.476,0.2405,Stable,Stable,0.5660155330666039,0.8715308863025962,0.6882216743610008
COPPER,HANGSENG,Commodites,Indices,Inter,0.2545,0.2168,0.2268,-0.4966,0.8438,1.3404,0.2392,0.1448,-0.2057,0.6513,0.8569,0.2499,0.1162,0.0022,0.5685,0.5663,0.2545,Stable,Moderate,0.5989644622264062,0.79319606087735,0.6766571016867837
COPPER,EUROSTOXX50,Commodites,Indices,Inter,0.2802,0.2758,0.2577,-0.683,0.8442,1.5272,0.2832,0.1713,-0.1811,0.6705,0.8516,0.2875,0.1367,-0.0767,0.5997,0.6764,0.2802,Moderate,Unstable,0.6594492821840433,0.6745747538048343,0.6654994708323597
COPPER,CAC40,Commodites,Indices,Inter,0.2772,0.2734,0.249,-0.6877,0.888,1.5757,0.2803,0.1709,-0.1598,0.6586,0.8183,0.2861,0.1342,-0.0876,0.5504,0.638,0.2772,Moderate,Unstable,0.6523887973640857,0.6763652641002686,0.6619793840585588
TY_US10Y,GOLD,Bonds,Commodites,Inter,0.3167,0.3548,0.2704,-0.5352,0.9031,1.4383,0.3566,0.2041,-0.2455,0.7693,1.0148,0.3539,0.1754,-0.0336,0.7134,0.747,0.3167,Moderate,Unstable,0.7453518474935279,0.52775290957923,0.6583122723278088
USDCAD,HANGSENG,FX_G10,Indices,Inter,-0.2331,-0.2194,0.2334,-0.8312,0.5494,1.3807,-0.2332,0.1398,-0.5503,0.1277,0.678,-0.237,0.0944,-0.4917,0.0312,0.5229,0.2331,Stable,Stable,0.5485996705107085,0.8155774395702775,0.6553907781345361
AUDJPY,HANGSENG,FX_G10,Indices,Inter,0.2687,0.2212,0.2508,-0.6285,0.8598,1.4883,0.2411,0.1707,-0.1867,0.7107,0.8974,0.2589,0.144,-0.055,0.5881,0.6431,0.2687,Moderate,Unstable,0.6323840903742057,0.6772605192479857,0.6503346619237177
COPPER,RUSSELL2000,Commodites,Indices,Inter,0.2441,0.2486,0.2454,-0.5896,0.7999,1.3895,0.2508,0.1554,-0.2431,0.5791,0.8222,0.2564,0.1128,-0.0613,0.5156,0.5769,0.2441,Moderate,Moderate,0.5744881148505531,0.7457475380483437,0.6429918841296693
LEAD,HANGSENG,Commodites,Indices,Inter,0.1748,0.1667,0.2161,-0.518,0.6803,1.1982,0.1764,0.1042,-0.2142,0.4382,0.6524,0.1797,0.063,-0.0439,0.3543,0.3982,0.1748,Stable,Stable,0.41139091550953166,0.9749328558639212,0.6368076916512875
COPPER,DAX,Commodites,Indices,Inter,0.2682,0.2618,0.2578,-0.6655,0.8568,1.5223,0.2726,0.1785,-0.1837,0.65,0.8337,0.2777,0.1443,-0.0801,0.5809,0.661,0.2682,Moderate,Unstable,0.6312073429042128,0.6423455684870188,0.6356626331373352
BRENT_CRUDE,FTSE100,Commodites,Indices,Inter,0.2937,0.2369,0.271,-0.5788,0.8511,1.4298,0.2488,0.1995,-0.3457,0.7569,1.1026,0.258,0.1586,-0.2604,0.6612,0.9216,0.2937,Moderate,Unstable,0.6912214638738527,0.5483437779767233,0.634070389515001
COPPER,SP500,Commodites,Indices,Inter,0.2383,0.2516,0.2511,-0.6163,0.8214,1.4377,0.2556,0.1584,-0.231,0.6216,0.8525,0.2541,0.1081,-0.0369,0.5003,0.5373,0.2383,Moderate,Moderate,0.560837844198635,0.7323187108325873,0.629430190852216
ZINC,FTSE100,Commodites,Indices,Inter,0.2241,0.2315,0.2367,-0.5854,0.7912,1.3766,0.2364,0.1474,-0.2416,0.5899,0.8315,0.2382,0.0956,-0.0336,0.4616,0.4952,0.2241,Stable,Moderate,0.5274182160508355,0.7815577439570277,0.6290740272133124
NZDUSD,HANGSENG,FX_G10,Indices,Inter,0.2421,0.2102,0.2439,-0.5213,0.859,1.3803,0.2246,0.1643,-0.1649,0.767,0.9319,0.2344,0.1286,-0.0285,0.6134,0.6419,0.2421,Moderate,Moderate,0.5697811249705813,0.7059086839749329,0.6242321485723219
PLATINUM,FTSE100,Commodites,Indices,Inter,0.258,0.2124,0.2453,-0.5299,0.7378,1.2677,0.2168,0.1773,-0.228,0.6744,0.9024,0.2262,0.1428,-0.1062,0.5896,0.6958,0.258,Moderate,Unstable,0.6072016945163569,0.6477170993733213,0.6234078564591427
EURJPY,NIKKEI225,FX_G10,Indices,Inter,0.2496,0.2703,0.272,-0.6753,0.8336,1.5089,0.277,0.1722,-0.4279,0.6583,1.0862,0.2787,0.1188,-0.0138,0.5949,0.6088,0.2496,Moderate,Unstable,0.5874323370204754,0.6705461056401074,0.6206778444683282
COPPER,DOWJONES,Commodites,Indices,Inter,0.2391,0.2513,0.2592,-0.5783,0.8218,1.4001,0.2554,0.1655,-0.2674,0.6445,0.9118,0.2558,0.1144,-0.1354,0.5214,0.6568,0.2391,Moderate,Moderate,0.5627206401506237,0.7005371530886302,0.6178472453258264
COPPER,VIX,Commodites,Indices,Inter,-0.2186,-0.2148,0.263,-0.8408,0.5632,1.4039,-0.2233,0.1572,-0.614,0.2255,0.8395,-0.2234,0.1108,-0.4694,0.1232,0.5926,0.2186,Moderate,Moderate,0.5144739938809131,0.7376902417188899,0.6037604930161038
WTI_CRUDE,FTSE100,Commodites,Indices,Inter,0.2676,0.2379,0.2731,-0.5684,0.8848,1.4532,0.2488,0.2002,-0.3382,0.8002,1.1384,0.2565,0.1606,-0.2677,0.6447,0.9124,0.2676,Moderate,Unstable,0.6297952459402213,0.5452103849597136,0.5959613015480183
ZINC,CAC40,Commodites,Indices,Inter,0.207,0.2131,0.2386,-0.6462,0.7715,1.4177,0.2157,0.1532,-0.3148,0.5655,0.8803,0.2181,0.1022,-0.0623,0.4985,0.5608,0.207,Moderate,Moderate,0.48717345257707695,0.7555953446732319,0.5945422094155389
USDNOK,HANGSENG,FX_G10,Indices,Inter,-0.2028,-0.1868,0.2433,-0.816,0.5582,1.3742,-0.2043,0.1502,-0.6687,0.2005,0.8691,-0.2097,0.1132,-0.5371,0.0503,0.5874,0.2028,Moderate,Moderate,0.47728877382913626,0.7690241718889883,0.593982933053077
PLATINUM,HANGSENG,Commodites,Indices,Inter,0.1845,0.142,0.2325,-0.6069,0.8052,1.4122,0.1592,0.1414,-0.3063,0.6312,0.9375,0.1696,0.1089,-0.0989,0.5358,0.6347,0.1845,Stable,Stable,0.43421981642739466,0.8084153983885407,0.5838980492118531
PLATINUM,SP500,Commodites,Indices,Inter,0.2345,0.1706,0.2648,-0.604,0.7928,1.3968,0.1781,0.1841,-0.3819,0.5708,0.9527,0.1874,0.1546,-0.1716,0.5148,0.6864,0.2345,Moderate,Unstable,0.5518945634266886,0.6172784243509399,0.5780481077963892
ZINC,EUROSTOXX50,Commodites,Indices,Inter,0.2055,0.2096,0.2454,-0.6361,0.788,1.4241,0.211,0.1618,-0.3262,0.545,0.8712,0.2147,0.1105,-0.0715,0.4799,0.5514,0.2055,Moderate,Moderate,0.4836432101670981,0.7170993733213966,0.5770256754288174
AUDUSD,NIKKEI225,FX_G10,Indices,Inter,0.253,0.1911,0.2819,-0.6104,0.8347,1.4451,0.2124,0.1997,-0.3745,0.6633,1.0378,0.2315,0.1684,-0.2472,0.5543,0.8016,0.253,Moderate,Unstable,0.5954342198164274,0.5474485228290062,0.5762399410214589
COPPER,NASDAQ100,Commodites,Indices,Inter,0.1987,0.2053,0.2552,-0.6959,0.8394,1.5353,0.2069,0.1572,-0.296,0.5984,0.8945,0.2031,0.1114,-0.0958,0.465,0.5608,0.1987,Moderate,Moderate,0.46763944457519413,0.7376902417188899,0.5756597634326724
BRENT_CRUDE,SP500,Commodites,Indices,Inter,0.2661,0.2093,0.28,-0.7648,0.8971,1.6619,0.2199,0.2116,-0.3751,0.7005,1.0757,0.2296,0.1728,-0.2234,0.6442,0.8676,0.2661,Moderate,Unstable,0.6262650035302424,0.49418084153983877,0.573431338734081
PLATINUM,RUSSELL2000,Commodites,Indices,Inter,0.2497,0.1827,0.2661,-0.5301,0.8208,1.3509,0.1902,0.1987,-0.394,0.6559,1.0499,0.1982,0.1686,-0.2391,0.5818,0.8209,0.2497,Moderate,Unstable,0.587667686514474,0.5519247985675918,0.5733705313357211
USDJPY,NIKKEI225,FX_G10,Indices,Inter,0.2616,0.2684,0.277,-0.5413,0.8721,1.4134,0.2726,0.209,-0.3208,0.7537,1.0745,0.2741,0.1733,-0.1654,0.6789,0.8443,0.2616,Moderate,Unstable,0.6156742763003059,0.5058191584601612,0.571732229164248
PLATINUM,DOWJONES,Commodites,Indices,Inter,0.2386,0.1654,0.2694,-0.6633,0.7911,1.4544,0.1747,0.1918,-0.3412,0.6053,0.9465,0.1876,0.1607,-0.1724,0.5484,0.7208,0.2386,Moderate,Unstable,0.5615438926806308,0.5828111011638317,0.5700507760739111
BRENT_CRUDE,RUSSELL2000,Commodites,Indices,Inter,0.2674,0.2097,0.2766,-0.6266,0.856,1.4827,0.2228,0.2155,-0.3129,0.7472,1.0602,0.2351,0.1683,-0.1887,0.7,0.8887,0.2674,Moderate,Unstable,0.6293245469522241,0.4767233661593554,0.5682840746350766
RX_BUND,GOLD,Bonds,Commodites,Inter,0.1944,0.2097,0.261,-0.5324,0.8448,1.3772,0.2015,0.1581,-0.2094,0.5554,0.7648,0.2028,0.1221,-0.0677,0.4778,0.5455,0.1944,Moderate,Moderate,0.4575194163332549,0.733661593554163,0.5679762872216181
GBPUSD,HANGSENG,FX_G10,Indices,Inter,0.1752,0.1628,0.2457,-0.6775,0.8071,1.4846,0.1735,0.1452,-0.1927,0.5456,0.7383,0.1753,0.0969,-0.069,0.4072,0.4762,0.1752,Stable,Moderate,0.412332313485526,0.7914055505819159,0.5639616083240819
WTI_CRUDE,SP500,Commodites,Indices,Inter,0.2477,0.208,0.2747,-0.7538,0.8918,1.6456,0.2161,0.2058,-0.4141,0.711,1.125,0.2249,0.1634,-0.2277,0.6033,0.831,0.2477,Moderate,Unstable,0.5829606966345022,0.5201432408236346,0.5578337143101552
WTI_CRUDE,RUSSELL2000,Commodites,Indices,Inter,0.247,0.2108,0.2707,-0.5963,0.8568,1.4531,0.2209,0.2063,-0.3438,0.7891,1.1329,0.2302,0.1562,-0.1893,0.6832,0.8724,0.247,Moderate,Unstable,0.5813132501765121,0.517905102954342,0.5559499912876441
ZINC,DAX,Commodites,Indices,Inter,0.1946,0.2005,0.2478,-0.6673,0.7533,1.4205,0.203,0.1656,-0.368,0.5529,0.9208,0.2033,0.1163,-0.1115,0.4658,0.5773,0.1946,Moderate,Moderate,0.45799011532125206,0.7000895255147717,0.5548298793986599
PLATINUM,NASDAQ100,Commodites,Indices,Inter,0.1967,0.1472,0.2524,-0.58,0.7306,1.3105,0.1539,0.1681,-0.3301,0.5345,0.8646,0.1622,0.1358,-0.1376,0.464,0.6016,0.1967,Moderate,Unstable,0.46293245469522243,0.6888988361683079,0.5533190072844566
USDSEK,HANGSENG,FX_G10,Indices,Inter,-0.1878,-0.1503,0.2653,-0.7767,0.5404,1.3171,-0.1683,0.1629,-0.5308,0.2499,0.7807,-0.1736,0.1157,-0.4434,0.1424,0.5858,0.1878,Moderate,Moderate,0.4419863497293481,0.7121754700089526,0.5500619978411898
G_GILT,GOLD,Bonds,Commodites,Inter,0.2015,0.2316,0.265,-0.5242,0.8326,1.3569,0.2317,0.1746,-0.2348,0.6167,0.8515,0.2333,0.1341,-0.0906,0.5499,0.6405,0.2015,Moderate,Unstable,0.47422923040715464,0.6598030438675022,0.5484587557912937
OAT_FRANCE,GOLD,Bonds,Commodites,Inter,0.1837,0.2051,0.2492,-0.5079,0.8026,1.3105,0.1922,0.1618,-0.2495,0.5815,0.831,0.1918,0.1191,-0.0725,0.4802,0.5527,0.1837,Moderate,Moderate,0.432337020475406,0.7170993733213966,0.5462419616138022
BRENT_CRUDE,DOWJONES,Commodites,Indices,Inter,0.2754,0.2076,0.2991,-0.7808,0.9013,1.6821,0.22,0.2353,-0.4505,0.7713,1.2217,0.2338,0.1874,-0.3488,0.6373,0.986,0.2754,Moderate,Unstable,0.648152506472111,0.38809310653536255,0.5441287464974116
BRENT_CRUDE,CAC40,Commodites,Indices,Inter,0.2429,0.1883,0.2837,-0.6849,0.8741,1.5589,0.2008,0.2139,-0.439,0.7755,1.2145,0.2086,0.1724,-0.1841,0.6729,0.857,0.2429,Moderate,Unstable,0.57166392092257,0.4838854073410922,0.5365525154899788
ZINC,RUSSELL2000,Commodites,Indices,Inter,0.1578,0.1756,0.2361,-0.6971,0.7807,1.4779,0.1728,0.1469,-0.2819,0.4876,0.7695,0.1754,0.1051,-0.0979,0.4209,0.5188,0.1578,Stable,Moderate,0.3713815015297717,0.7837958818263204,0.5363472536483912
AUDJPY,ASX200,FX_G10,Indices,Inter,0.2276,0.1923,0.2856,-0.7269,0.9241,1.651,0.21,0.2022,-0.3873,0.7905,1.1778,0.2336,0.1321,-0.1642,0.5899,0.7541,0.2276,Moderate,Unstable,0.535655448340786,0.5362578334825425,0.5358964023974886
ZINC,SP500,Commodites,Indices,Inter,0.1586,0.1708,0.2424,-0.5087,0.7898,1.2986,0.1744,0.1501,-0.2273,0.5094,0.7368,0.1727,0.1087,-0.108,0.4294,0.5374,0.1586,Moderate,Moderate,0.3732642974817604,0.7694717994628468,0.531747298274195
USDCAD,ASX200,FX_G10,Indices,Inter,-0.2163,-0.2107,0.2753,-0.8258,0.6754,1.5012,-0.2193,0.1964,-0.7127,0.3948,1.1075,-0.2283,0.16,-0.6256,0.2169,0.8425,0.2163,Moderate,Unstable,0.5090609555189456,0.5622202327663384,0.5303246664179027
WTI_CRUDE,DOWJONES,Commodites,Indices,Inter,0.2589,0.2088,0.2919,-0.7365,0.9047,1.6412,0.2196,0.2307,-0.4621,0.7547,1.2168,0.2326,0.1822,-0.3537,0.6388,0.9925,0.2589,Moderate,Unstable,0.6093198399623442,0.4086839749328559,0.5290654939505488
COPPER,ASX200,Commodites,Indices,Inter,0.1417,0.1239,0.2256,-0.5945,0.6719,1.2664,0.1294,0.1383,-0.3191,0.495,0.8141,0.1314,0.1107,-0.1461,0.42,0.5662,0.1417,Stable,Stable,0.33349023299599906,0.8222918531781558,0.5290108810688618
PLATINUM,ASX200,Commodites,Indices,Inter,0.1723,0.0863,0.2425,-0.5909,0.7061,1.297,0.0965,0.163,-0.351,0.6426,0.9936,0.1076,0.1347,-0.2766,0.5698,0.8463,0.1723,Moderate,Moderate,0.405507178159567,0.7117278424350939,0.5279954438697778
PLATINUM,DAX,Commodites,Indices,Inter,0.2369,0.1778,0.2782,-0.6016,0.8157,1.4173,0.1849,0.2142,-0.4195,0.7379,1.1574,0.1952,0.1848,-0.2335,0.6531,0.8866,0.2369,Moderate,Unstable,0.5575429512826547,0.4825425246195165,0.5275427806173995
BRENT_CRUDE,ASX200,Commodites,Indices,Inter,0.1478,0.0947,0.2451,-0.6178,0.9031,1.5208,0.0974,0.145,-0.3422,0.8285,1.1708,0.1078,0.1051,-0.1861,0.7025,0.8885,0.1478,Stable,Moderate,0.3478465521299129,0.792300805729633,0.5256282535698009
ZINC,VIX,Commodites,Indices,Inter,-0.1595,-0.1542,0.2399,-0.7317,0.5357,1.2674,-0.1627,0.1573,-0.4914,0.2587,0.7501,-0.1658,0.1231,-0.4124,0.0991,0.5114,0.1595,Moderate,Moderate,0.3753824429277477,0.7372426141450313,0.5201265114146612
BRENT_CRUDE,EUROSTOXX50,Commodites,Indices,Inter,0.2317,0.1816,0.2805,-0.6787,0.8649,1.5436,0.1923,0.2148,-0.448,0.7639,1.2118,0.2003,0.1762,-0.2555,0.6592,0.9147,0.2317,Moderate,Unstable,0.5453047775947282,0.4798567591763653,0.5191255702273829
TY_US10Y,BRENT_CRUDE,Bonds,Commodites,Inter,-0.1829,-0.1927,0.2588,-0.8567,0.6412,1.4979,-0.194,0.1765,-0.6274,0.3137,0.9411,-0.1931,0.1321,-0.4804,0.1205,0.6009,0.1829,Moderate,Unstable,0.4304542245234173,0.6512981199641898,0.5187917826997264
PLATINUM,EUROSTOXX50,Commodites,Indices,Inter,0.2317,0.1794,0.2781,-0.5608,0.7995,1.3604,0.1822,0.2151,-0.4283,0.7124,1.1408,0.1921,0.1854,-0.279,0.6334,0.9124,0.2317,Moderate,Unstable,0.5453047775947282,0.4785138764547896,0.5185884171387527
LEAD,CAC40,Commodites,Indices,Inter,0.1472,0.1654,0.2369,-0.5392,0.7401,1.2793,0.1657,0.1492,-0.2664,0.5394,0.8058,0.169,0.1063,-0.1363,0.4005,0.5367,0.1472,Stable,Moderate,0.34643445516592136,0.7735004476275739,0.5172608521505824
PLATINUM,CAC40,Commodites,Indices,Inter,0.2258,0.1706,0.2718,-0.5645,0.8015,1.366,0.1748,0.2112,-0.4427,0.7127,1.1554,0.1854,0.1804,-0.2855,0.6349,0.9204,0.2258,Moderate,Unstable,0.5314191574488115,0.4959713518352731,0.5172400352033961
USDCAD,NIKKEI225,FX_G10,Indices,Inter,-0.207,-0.1852,0.2771,-0.8603,0.6049,1.4652,-0.1953,0.198,-0.6212,0.4006,1.0218,-0.2041,0.1626,-0.5783,0.3061,0.8843,0.207,Moderate,Unstable,0.48717345257707695,0.5550581915846016,0.5143273481800867
ZINC,DOWJONES,Commodites,Indices,Inter,0.1506,0.1592,0.2478,-0.6094,0.8119,1.4213,0.1636,0.154,-0.289,0.5035,0.7924,0.1642,0.1125,-0.1337,0.4294,0.5631,0.1506,Moderate,Moderate,0.3544363379618734,0.7520143240823635,0.5134675324100695
LEAD,EUROSTOXX50,Commodites,Indices,Inter,0.1397,0.1608,0.2368,-0.6626,0.7583,1.4209,0.1592,0.1468,-0.2377,0.5308,0.7685,0.1617,0.104,-0.1245,0.3991,0.5236,0.1397,Stable,Moderate,0.3287832431160273,0.784243509400179,0.510967349629688
ZINC,NASDAQ100,Commodites,Indices,Inter,0.1388,0.1436,0.2314,-0.5131,0.6611,1.1742,0.1446,0.147,-0.2429,0.4875,0.7305,0.1423,0.1135,-0.1176,0.4341,0.5518,0.1388,Stable,Moderate,0.32666509767004004,0.7833482542524619,0.5093383603030088
ZINC,NIKKEI225,Commodites,Indices,Inter,0.1151,0.0977,0.2258,-0.6577,0.7669,1.4245,0.1036,0.1291,-0.3185,0.4364,0.7549,0.1115,0.0803,-0.1222,0.3435,0.4656,0.1151,Stable,Stable,0.27088726759237464,0.8634735899731424,0.5079217965446817
LEAD,NZDUSD,Commodites,FX_G10,Inter,0.1244,0.1036,0.2169,-0.5288,0.6524,1.1812,0.1095,0.1369,-0.2558,0.4533,0.709,0.1137,0.1049,-0.1437,0.3782,0.5219,0.1244,Stable,Stable,0.29277477053424333,0.8285586392121755,0.5070883180054162
BRENT_CRUDE,VIX,Commodites,Indices,Inter,-0.2211,-0.1844,0.2874,-0.8937,0.7257,1.6194,-0.1977,0.2133,-0.7087,0.3824,1.0911,-0.2011,0.1672,-0.5698,0.2777,0.8475,0.2211,Moderate,Unstable,0.5203577312308778,0.48657117278424356,0.5068431078522241
SILVER,HANGSENG,Commodites,Indices,Inter,0.1309,0.1093,0.2377,-0.6369,0.7297,1.3665,0.1164,0.1443,-0.2566,0.4411,0.6977,0.1237,0.1077,-0.1221,0.3529,0.475,0.1309,Stable,Moderate,0.3080724876441515,0.7954341987466427,0.503017172085148
WTI_CRUDE,NASDAQ100,Commodites,Indices,Inter,0.185,0.1331,0.2728,-0.7047,0.8399,1.5445,0.144,0.1873,-0.3669,0.6365,1.0034,0.152,0.1506,-0.1848,0.5491,0.7339,0.185,Moderate,Unstable,0.4353965638973876,0.6029543419874664,0.5024196751334191
PLATINUM,VIX,Commodites,Indices,Inter,-0.169,-0.1551,0.262,-0.7442,0.5956,1.3398,-0.1606,0.1753,-0.5373,0.3523,0.8896,-0.1666,0.1401,-0.4487,0.2061,0.6548,0.169,Moderate,Unstable,0.39774064485761357,0.6566696508504923,0.5013122472547651
LEAD,VIX,Commodites,Indices,Inter,-0.1155,-0.1117,0.2357,-0.754,0.6125,1.3665,-0.1186,0.1349,-0.5547,0.2688,0.8235,-0.1225,0.0926,-0.3933,0.091,0.4843,0.1155,Stable,Stable,0.27182866556836904,0.8375111906893464,0.49810167561676
LEAD,RUSSELL2000,Commodites,Indices,Inter,0.1085,0.1303,0.2215,-0.6312,0.7619,1.3931,0.1313,0.1298,-0.2731,0.477,0.7501,0.1336,0.0919,-0.1456,0.3974,0.543,0.1085,Stable,Stable,0.2553542009884679,0.8603401969561325,0.4973485993755338
AUDJPY,EUROSTOXX50,FX_G10,Indices,Inter,0.1686,0.1113,0.2496,-0.5603,0.9036,1.4639,0.1304,0.1775,-0.378,0.7327,1.1107,0.1532,0.1442,-0.1503,0.6257,0.776,0.1686,Moderate,Unstable,0.3967992468816192,0.6468218442256044,0.4968082858192133
GBPJPY,ASX200,FX_G10,Indices,Inter,0.1628,0.1563,0.2539,-0.5823,0.8418,1.4241,0.1707,0.1731,-0.3321,0.6335,0.9656,0.1852,0.1103,-0.1408,0.4396,0.5804,0.1628,Moderate,Unstable,0.3831489762297011,0.6665174574753805,0.49649636872797287
GBPJPY,HANGSENG,FX_G10,Indices,Inter,0.1601,0.1402,0.2515,-0.5805,0.7909,1.3714,0.1547,0.1714,-0.3597,0.5293,0.889,0.1658,0.1351,-0.1516,0.4943,0.6458,0.1601,Moderate,Unstable,0.3767945398917392,0.6741271262309758,0.49572757442743387
WTI_CRUDE,ASX200,Commodites,Indices,Inter,0.1147,0.0837,0.242,-0.5786,0.9099,1.4885,0.0862,0.1358,-0.351,0.8244,1.1754,0.0958,0.0962,-0.2117,0.6402,0.8519,0.1147,Stable,Stable,0.26994586961638034,0.8334825425246195,0.495360538779676
LEAD,DAX,Commodites,Indices,Inter,0.1321,0.1482,0.2297,-0.7637,0.7349,1.4986,0.1477,0.1502,-0.2452,0.5139,0.7591,0.151,0.1086,-0.143,0.3963,0.5394,0.1321,Moderate,Moderate,0.3108966815721346,0.7690241718889883,0.49414767769887613
WTI_CRUDE,CAC40,Commodites,Indices,Inter,0.2137,0.1839,0.2815,-0.7105,0.8973,1.6078,0.1946,0.2147,-0.4232,0.8135,1.2367,0.201,0.173,-0.2141,0.6401,0.8542,0.2137,Moderate,Unstable,0.5029418686749824,0.4803043867502238,0.4938868759050789
LEAD,FTSE100,Commodites,Indices,Inter,0.1452,0.1478,0.2486,-0.6211,0.7813,1.4024,0.1565,0.1611,-0.2074,0.5854,0.7928,0.1639,0.1151,-0.1092,0.4222,0.5314,0.1452,Moderate,Moderate,0.3417274652859496,0.7202327663384065,0.4931295857069324
NZDUSD,NIKKEI225,FX_G10,Indices,Inter,0.177,0.1417,0.2606,-0.6876,0.864,1.5516,0.1554,0.1869,-0.3941,0.5869,0.981,0.1666,0.1645,-0.2869,0.4837,0.7706,0.177,Moderate,Unstable,0.41656860437750054,0.6047448522829006,0.4918391035396606
BRENT_CRUDE,NASDAQ100,Commodites,Indices,Inter,0.1927,0.1341,0.2794,-0.7107,0.8546,1.5653,0.1487,0.2002,-0.2958,0.654,0.9498,0.1584,0.1679,-0.2009,0.5969,0.7978,0.1927,Moderate,Unstable,0.4535184749352789,0.5452103849597136,0.4901952389450528
WTI_CRUDE,EUROSTOXX50,Commodites,Indices,Inter,0.2077,0.1781,0.2785,-0.6994,0.888,1.5874,0.1867,0.2121,-0.4286,0.8027,1.2313,0.193,0.1724,-0.2658,0.6362,0.902,0.2077,Moderate,Unstable,0.4888208990350671,0.49194270367054604,0.49006962088925865
ZINC,ASX200,Commodites,Indices,Inter,0.1195,0.1017,0.2337,-0.6378,0.7093,1.3471,0.1058,0.1426,-0.2544,0.4825,0.737,0.1097,0.1064,-0.1222,0.4047,0.5269,0.1195,Stable,Moderate,0.28124264532831256,0.8030438675022381,0.48996313419788284
COPPER,NIKKEI225,Commodites,Indices,Inter,0.1328,0.1007,0.2331,-0.6908,0.7695,1.4602,0.1098,0.1552,-0.3828,0.5341,0.9169,0.1221,0.1165,-0.1718,0.4072,0.579,0.1328,Moderate,Moderate,0.3125441280301247,0.7466427931960609,0.4861835940964992
EURGBP,ASX200,FX_G10,Indices,Inter,-0.1174,-0.1043,0.2278,-0.7073,0.5504,1.2576,-0.1175,0.1444,-0.4225,0.3066,0.7291,-0.1253,0.0999,-0.3453,0.1845,0.5298,0.1174,Stable,Moderate,0.2763003059543422,0.7949865711727843,0.483774812041719
AUDJPY,DAX,FX_G10,Indices,Inter,0.1713,0.1114,0.259,-0.6162,0.8838,1.5,0.1278,0.1875,-0.4333,0.68,1.1134,0.1522,0.1457,-0.2005,0.5699,0.7704,0.1713,Moderate,Unstable,0.4031536832195811,0.6020590868397493,0.4827158446676484
LEAD,USDSEK,Commodites,FX_G10,Inter,-0.084,-0.0758,0.2163,-0.6768,0.6148,1.2916,-0.0789,0.1188,-0.3739,0.1968,0.5707,-0.0812,0.0872,-0.3008,0.1161,0.4169,0.084,Stable,Stable,0.19769357495881384,0.909579230080573,0.4824478370075175
EURJPY,HANGSENG,FX_G10,Indices,Inter,0.1329,0.1321,0.2488,-0.5125,0.8262,1.3387,0.1422,0.1583,-0.3092,0.5925,0.9017,0.1473,0.1135,-0.1222,0.4402,0.5624,0.1329,Moderate,Moderate,0.31277947752412333,0.7327663384064458,0.4807742218770523
AUDJPY,FTSE100,FX_G10,Indices,Inter,0.1606,0.0906,0.2491,-0.6262,0.8914,1.5176,0.1189,0.1802,-0.3808,0.7475,1.1282,0.1447,0.1396,-0.1947,0.5967,0.7915,0.1606,Moderate,Unstable,0.37797128736173213,0.6347358997314234,0.4806771323096086
USDNOK,ASX200,FX_G10,Indices,Inter,-0.1871,-0.1472,0.2815,-0.7779,0.6567,1.4346,-0.1599,0.2011,-0.6842,0.3745,1.0587,-0.1673,0.1688,-0.5839,0.2539,0.8378,0.1871,Moderate,Unstable,0.44033890327135794,0.5411817367949865,0.4806760366808094
USDNOK,CAC40,FX_G10,Indices,Inter,-0.112,-0.0467,0.2342,-0.6348,0.6869,1.3217,-0.0563,0.142,-0.4835,0.4133,0.8968,-0.0622,0.0997,-0.4171,0.1514,0.5685,0.112,Stable,Moderate,0.26359143327841844,0.8057296329453895,0.4804467131452068
